BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,BUILDING,FLOOR NUMBER,ROOM NUMBER,VERIFICATION DATE,DUPLICATE BARCODE,ASSET CONDITION - 30 JUNE 2012,ASSET CONDITION - 30 JUNE 2013,RESPONSIBLE PERSON,LEASED,VIN NUMBER,START LAT,START LONG,STREET NAME
01042,BOOKCASE LIBRARY DOUBLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
01043,BOOKCASE LIBRARY DOUBLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
01044,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
01045,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
01046,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
01047,PROJECTOR SCREEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01048,STAND FLIP CHART,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,GOOD,,MUNICIPAL CHAMBERS,NO,,,,
01049,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01050,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01051,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01052,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01053,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01054,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01055,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01056,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01057,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01058,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01059,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01060,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01061,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01062,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01063,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01064,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01065,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01066,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01067,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01068,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01069,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01070,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01071,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01072,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01073,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01074,MICROPHONE,,OTHER ASSETS,MACHINERY AND EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
01075,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,B600,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01078,MACHINE VACUUM CLEANER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,AERO 25,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ADMIN PASSAGE,,,R0008,,,GOOD,,PASSAGE ADMIN BLOCK,NO,,,,
01079,MICROWAVE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,MS48495/01,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0016,,,FAIR,,KITCHEN,NO,,,,
01080,CHAIR WOOD UPHOLSTERED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,BOARDROOM,,,R0034,,,GOOD,,BOARDROOM WARRENVALE,NO,,,,
01081,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
01082,COMPUTER MONITOR FLAT SCREEN,,OTHER ASSETS,COMPUTER EQUIPMENT,W194355,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,GOOD,,CASH HALL WARRENVALE,NO,,,,
01083,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PARTNER,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,GOOD,,CASH HALL WARRENVALE,NO,,,,
01084,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,GOOD,,CASH HALL WARRENVALE,NO,,,,
01085,COMPUTER PRINTER RECEIPT,,OTHER ASSETS,COMPUTER EQUIPMENT,M188A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,GOOD,,CASH HALL WARRENVALE,NO,,,,
01086,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
01087,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,GOOD,,CASH HALL WARRENVALE,NO,,,,
01088,CHAIR HIGH BACK SWIVEL TILT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,GOOD,,CASH HALL WARRENVALE,NO,,,,
01091,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CITY HALL,,,R0032,,,GOOD,,CITY HALL WARRENVALE,NO,,,,
01101,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0005,,,GOOD,,SEREI D,NO,,,,
01102,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01103,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0017,,,GOOD,,JACOBS T V,NO,,,,
01104,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01105,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01106,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01107,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01108,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01109,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01110,TABLE CONFERENCE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01111,CHAIR HIGH BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
01112,CHAIR HIGH BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01113,CHAIR HIGH BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
01114,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,LCD,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
01115,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,VERITON,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
01116,TABLE STUDIO STAND,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01117,TELEVISION,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01118,MACHINE DECODER WIWID,,OTHER ASSETS,MACHINERY AND EQUIPMENT,DREAMGAME,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01119,COMPUTER SPEAKER PAIR,,OTHER ASSETS,MACHINERY AND EQUIPMENT,RESOLVE 50A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01120,MACHINE SOUND MIXER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,RM100,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01121,MACHINE TELEPHONE SYSTEM,,OTHER ASSETS,MACHINERY AND EQUIPMENT,SFM,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01123,MACHINE VIDEO RECORDER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01124,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
01125,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01126,COMPUTER SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,BS,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
01127,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PARTNER,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01128,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PARTNER,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01130,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PARTNER,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01131,COMPUTER MONITOR FLAT SCREEN,,OTHER ASSETS,COMPUTER EQUIPMENT,W19435T,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01132,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,82000,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01133,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,ME-1000-BK,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01134,COMPUTER SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,X2100,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01135,COMPUTER SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,TK401R,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01136,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01137,COMPUTER MODEM FAX,,OTHER ASSETS,COMPUTER EQUIPMENT,56K FAX MODEM,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01138,COMPUTER MODEM,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01139,COMPUTER MODEM FAX,,OTHER ASSETS,COMPUTER EQUIPMENT,56K FAX MODEM,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01140,COMPUTER MODEM D-LINK,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
01141,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01142,COMPUTER SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,ZYXEL,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01145,COMPUTER HUB SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01146,COMPUTER SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,ZYXEL,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01147,COMPUTER MODEM D-LINK,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
01148,COMPUTER SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,2510G-48-PROCURVE,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01149,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,DKVM-4K,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
01150,COMPUTER HUB SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,GOOD,,SERVER ROOM,NO,,,,
01151,MACHINE DIGITAL MP3 PLAYER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,DN-C635,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
01160,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET P1505,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,SCRAP,,ELECTRICAL STORE,NO,,,,
01162,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,GOOD,,AT IKHUSENG,NO,,,,
01163,CUPBOARD STATIONERY STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,GOOD,,AT IKHUSENG,NO,,,,
01164,TABLE WOOD WITH STEEL LEGS,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,GOOD,,AT IKHUSENG,NO,,,,
01165,STOOL WOOD PADDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,GOOD,,AT IKHUSENG,NO,,,,
01166,WORKSTATION,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,GOOD,,AT IKHUSENG,NO,,,,
01167,LOCKERS STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,FAIR,,AT IKHUSENG,NO,,,,
01168,LOCKERS STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,FAIR,,AT IKHUSENG,NO,,,,
01169,LOCKERS STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,FAIR,,AT IKHUSENG,NO,,,,
01170,LOCKERS STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,,,,R0056,,,FAIR,,AT IKHUSENG,NO,,,,
02569,PUMP WATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,PFP16/8,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,FAIR,,WORKSHOP,NO,,,,
02570,COMPUTER MODEM,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0026,,,GOOD,,ZALISA L,NO,,,,
02701,TRAILER,,OTHER ASSETS,TRANSPORT ASSETS,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,GOOD,,WORKSHOP,NO,,,,
02702,TRAILER,,OTHER ASSETS,TRANSPORT ASSETS,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,GOOD,,WORKSHOP,NO,,,,
02703,TRAILER,,OTHER ASSETS,TRANSPORT ASSETS,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,GOOD,,WORKSHOP,NO,,,,
02704,LDV NISSAN 1400,BDS368NC,OTHER ASSETS,TRANSPORT ASSETS,BDS368NC,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,SCRAP,,WORKSHOP,NO,,,,
02705,LDV NISSAN 1400,BKD969INC,OTHER ASSETS,TRANSPORT ASSETS,BKD969INC,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,SCRAP,,WORKSHOP,NO,,,,
02706,CAR AUDI - 500,,OTHER ASSETS,TRANSPORT ASSETS,CEEINC,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,SCRAP,,WORKSHOP,NO,,,,
02707,LDV MAZDA - B1600,BGV068NC,OTHER ASSETS,TRANSPORT ASSETS,BGV068NC,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,SCRAP,,WORKSHOP,NO,,,,
