BARCODE,"ASSET DESCRIPTION","SERIAL NO",CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,"FLOOR NUMBER","ROOM TYPE","VERIFICATION DATE",OWNERSHIP,"DUPLICATE BARCODE","ASSET CONDITION",OWNER,LEASED,"VIN NUMBER","DATE OF VERIFICATION","SUPPLIER NAME","GAMAP FUNDING","GFS FUNDING",QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,"FROM NODE","TO NODE","NODE LAYER","START LAT","START LONG","END LAT","END LONG",GIS_ID,"STAND NUMBER","STREET NAME","LAND RENTED (Y/N)","LAND OR IMPROVEMENTS","LAND MATCHED","ERF NUMBER",PORTION,EXTENSION,"TITLE DEED NUMBER","SURVEY GENERAL REFERANCE NO","LAND SIZE","VOTE NUMBER","ORDER NUMBER","ORDER DATE","INVOICE NUMBER","INVOICE DATE","CHEQUE NUMBER","WAS ASSET BROUGHT IN ON A DRC",,"UPDATE STATUS","CREATE TIME","UPDATE TIME","PREV CONDITION","PREV CATEGORY 1","PREV CATEGORY 2","PREV CATEGORY 3","PREV CATEGORY 4","PREV TOWN","PREV STREET","PREV BUILDING","PREV FLOOR","PREV ROOM"
"A0349 5","FILE CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","FOREST WOODEN/GLASS",,YES,"OFFICE OF MAYOR",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MAYOR OFFICE",N/A,R0062,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MS. KG MOKHOBO",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,0.4X2.7X2.2M,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22285,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","FOREST WOODEN/GLASS",BOSHOF,"VOORTREKKER STREET","MAYOR OFFICE",N/A,R0062
"A0314 0","FILE CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","FOREST WOODEN",,YES,"OFFICE OF MAYOR",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MAYOR OFFICE",N/A,R0062,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MS. KG MOKHOBO",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,0.4X0.9X2.2M,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22285,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","FOREST WOODEN",BOSHOF,"VOORTREKKER STREET","MAYOR OFFICE",N/A,R0062
NF,"TABLE SIDE",,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE SIDE",,,N/A,N/A,N/A,N/A,N/A,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"BRAND STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22285,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE SIDE",N/A,N/A,"BRAND STREET",N/A,N/A,N/A
NF,"DESK CONFERENCE",,"OTHER ASSETS","FURNITURE & FITTNGS","DESK CONFERENCE",,,N/A,N/A,N/A,N/A,N/A,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"BRAND STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22285,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","DESK CONFERENCE",N/A,N/A,"BRAND STREET",N/A,N/A,N/A
NF,"BOSTON MAH VENEER",,"OTHER ASSETS","FURNITURE & FITTNGS","BOSTON MAH VENEER",,,N/A,N/A,N/A,N/A,N/A,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",A03618,,"N\A",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"BRAND STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22285,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","BOSTON MAH VENEER",N/A,N/A,"BRAND STREET",N/A,N/A,N/A
NF,"BOSTON REAR TABLE",,"OTHER ASSETS","FURNITURE & FITTNGS","BOSTON REAR TABLE",,,N/A,N/A,N/A,N/A,N/A,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"BRAND STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22285,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","BOSTON REAR TABLE",N/A,N/A,"BRAND STREET",N/A,N/A,N/A
NF,PRINTER,,"OTHER ASSETS","OFFICE EQUIPMENT",PRINTER,CANON,,N/A,N/A,N/A,N/A,N/A,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"PROTCO DATA SOLUTIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"BRAND STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4471/0000,N/A,N/A,N/A,2011/01/16,23255,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",PRINTER,CANON,N/A,"BRAND STREET",N/A,N/A,N/A
A08069,"TERABYTE EXTERNAL HARD DRIVE",WX81A8176228,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MUNICIPAL MANGER ",N/A,R0051,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",A08030,,"MR. V MVUNDLA",N/A,N/A,2012/06/30,"PAPRENAX TRADING CC",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",EXCELLENT,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",BOSHOF,"VOORTREKKER STREET","MUNICIPAL MANGER ",N/A,R0051
NF,"TERABYTE EXTERNAL HARD DRIVE",,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",,N/A,N/A,N/A,N/A,N/A,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,TECHNICAL,N/A,N/A,2012/06/30,"PAPRENAX TRADING CC",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",EXCELLENT,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",N/A,"VOORTREKKER STREET",N/A,N/A,N/A
A04596,PRINTER,G8GY690685,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",,NO,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","STOREROOM 1 ",N/A,R0056,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TSHIDI TADI",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",BOSHOF,"VOORTREKKER STREET","STOREROOM 1 ",N/A,R0056
A04597,PRINTER,G8GY690701,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",,NO,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","STOREROOM 1 ",N/A,R0056,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TSHIDI TADI",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:22","2013-06-15 19:28:22",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",BOSHOF,"VOORTREKKER STREET","STOREROOM 1 ",N/A,R0056
A04598,PRINTER,G8GY666722,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",,NO,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","STOREROOM 1 ",N/A,R0056,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TSHIDI TADI",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",BOSHOF,"VOORTREKKER STREET","STOREROOM 1 ",N/A,R0056
A04599,PRINTER,G8GY666713,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",,NO,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","STOREROOM 1 ",N/A,R0056,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TSHIDI TADI",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"EPSON P170B",BOSHOF,"VOORTREKKER STREET","STOREROOM 1 ",N/A,R0056
A01005,CREDENZA,,"OTHER ASSETS","FURNITURE & FITTNGS",CREDENZA,"WOODEN ",,YES,"PMS OFFICE",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","PMS OFFICE",N/A,R0055,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. M MOLOELE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.6X1M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS",CREDENZA,"WOODEN ",BOSHOF,"VOORTREKKER STREET","PMS OFFICE",N/A,R0055
A00095,"WHITE BOARD",,"OTHER ASSETS","OFFICE EQUIPMENT","WHITE BOARD",PARROT,,YES,"CORPORATE SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",HALLWAY,N/A,A04522,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.9X1.2M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT","WHITE BOARD",PARROT,BOSHOF,"VOORTREKKER STREET",HALLWAY,N/A,A04522
A00059,UPS,303224,"OTHER ASSETS","COMPUTER EQUIPMENT",UPS,SENDON,,NO,N/A,N/A,BOSHOF,BOSHOF,TOWNHALL,"STOREROOM 1 ",N/A,R0079,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",FAIR,"OTHER ASSETS","COMPUTER EQUIPMENT",UPS,SENDON,BOSHOF,"VOORTREKKER STREET","STOREROOM 1",N/A,R0079
A00446,"TABLE STEEL FOLDING",,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE STEEL FOLDING",STEEL,,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"STOORROOM [OUTSIDE]",A04702,A04756,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"KERNEELS NYAMELA",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE STEEL FOLDING",STEEL,BOSHOF,"VOORTREKKER STREET","STOORROOM [OUTSIDE]",A04702,A04756
A00588,"TABLE ROUND",,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE ROUND",WOODEN,,YES,LIBRARY,N/A,BOSHOF,BOSHOF,LIBRARY,"LIBRARY FOYER",,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"YVONNE V/D MERWE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,0.6M,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",FAIR,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE ROUND",WOODEN,BOSHOF,"VOORTREKKER STREET","LIBRARY FOYER",N/A,N/A
A04515,CREDENZA,,"OTHER ASSETS","FURNITURE & FITTNGS",CREDENZA,"WOODEN FOUR DRAWER",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MUNICIPAL MANGER ",N/A,R0051,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. V MVUNDLA",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,0.58X1.52M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS",CREDENZA,"WOODEN FOUR DRAWER",BOSHOF,"VOORTREKKER STREET","MUNICIPAL MANGER ",N/A,R0051
A01206,CPU,F0572000,"OTHER ASSETS","COMPUTER EQUIPMENT",CPU,SAMSUNG,,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",FINANCE,N/A,R0015,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TOKOLOGO LOCAL MUNICIPALITY",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT",CPU,SAMSUNG,BOSHOF,"VOORTREKKER STREET",FINANCE,N/A,R0015
A01008,MONITOR,251FNUC2003568,"OTHER ASSETS","COMPUTER EQUIPMENT",MONITOR,"MECER M553",,YES,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","CORPORATE SERVICES",N/A,R0009,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"KHOLISWA TYINDYI",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT",MONITOR,"MECER M553",BOSHOF,"VOORTREKKER STREET","CORPORATE SERVICES",N/A,R0009
A04516,"INDOOR FLAG HANGER",,"OTHER ASSETS","OFFICE EQUIPMENT","INDOOR FLAG HANGER",WOODEN,,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MUNICIPAL MANAGER",N/A,R0051,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR.V MVUNDLA",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT","INDOOR FLAG HANGER",WOODEN,BOSHOF,"VOORTREKKER STREET","MUNICIPAL MANAGER",N/A,R0051
A03186,"CHAIR STACKABLE",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR STACKABLE","PLASTIC BLACK",,YES,"COMMUNITY SERVICES",N/A,BOSHOF,BOSHOF,SERETSE,"COMMUNITY HALL",A05646,A05647,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TOKOLOGO LOCAL MUNICIPALITY",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"A RE YENG STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR STACKABLE","PLASTIC BLACK",BOSHOF,"A RE YENG STREET","COMMUNITY HALL",A05646,A05647
A03811,"TABLE STEEL FOLDING",,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE STEEL FOLDING",STEEL,,YES,"COMMUNITY SERVICES",N/A,DEALESVILLE,TSWARAGANANG,"COMMUNITY HALL (A05705)",,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TOKOLOGO LOCAL MUNICIPALITY",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"POTLAKI STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",POOR,"OTHER ASSETS","FURNITURE & FITTNGS","TABLE STEEL FOLDING",STEEL,DEALESVILLE,"POTLAKI STREET",N/A,A05706,A05707
A02077,"RADIO TWO-WAY",,"OTHER ASSETS","PLANT & MACHINERY","RADIO TWO-WAY",,,NO,"TECHNICAL SERVICES",N/A,DEALESVILLE,TSWARAGANANG,STOREROOM,,,,2012/06/30,"FINANCIAL SERVICES",N/A,,"MR. V. KHWESHIWE",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",BROKEN,"OTHER ASSETS","PLANT & MACHINERY","RADIO TWO-WAY",N/A,DEALESVILLE,N/A,N/A,A05751,A05752
"A0094 9","GROCERY CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","GROCERY CABINET",STEEL,,YES,"FINANCIAL SERVICES",N/A,HERTZOGVILLE,HERTZOGVILLE,"MUNICIPAL BUILDING (A06522)",FINANCE,A06523,R0045,2012/06/30,"FINANCIAL SERVICES",N/A,,"MS. AV MATHETSA",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VAN NIEKERK STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",FAIR,"OTHER ASSETS","FURNITURE & FITTNGS","GROCERY CABINET",STEEL,HERTZOGVILLE,"VAN NIEKERK STREET",FINANCE,A06523,R0045
A02072,FRIDGE,,"OTHER ASSETS","FURNITURE & FITTNGS",FRIDGE,"KELVINATOR MAGIC DEFROST 100",,YES,N/A,N/A,HERTZOGVILLE,HERTZOGVILLE,LAPA,"CORPORATE SERVICES",A03870,A03868,2012/06/30,"CORPORATE SERVICES",N/A,,"MR. HENRY",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,FARM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",FAIR,"OTHER ASSETS","FURNITURE & FITTNGS",FRIDGE,"KELVINATOR MAGIC DEFROST 100",HERTZOGVILLE,FARM,"CORPORATE SERVICES",A03870,A03868
A03724,"BED SINGLE",,"OTHER ASSETS","FURNITURE & FITTNGS","BED SINGLE",WOODEN,,YES,N/A,N/A,HERTZOGVILLE,HERTZOGVILLE,LAPA,"CORPORATE SERVICES",A03870,A03868,2012/06/30,"CORPORATE SERVICES",N/A,,"MR. HENRY",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,FARM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","BED SINGLE",WOODEN,HERTZOGVILLE,FARM,"CORPORATE SERVICES",A03870,A03868
A03722,"WARDROBE BUILT-IN",,"OTHER ASSETS","FURNITURE & FITTNGS","WARDROBE BUILT-IN",WOODEN,,YES,N/A,N/A,HERTZOGVILLE,HERTZOGVILLE,LAPA,"CORPORATE SERVICES",A03870,A03868,2012/06/30,"CORPORATE SERVICES",N/A,,"MR. HENRY",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,1.2X2.4X0.5M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,FARM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:23","2013-06-15 19:28:23",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","WARDROBE BUILT-IN",WOODEN,HERTZOGVILLE,FARM,"CORPORATE SERVICES",A03870,A03868
